county_fips,pct_pop_hb_violation,cws_pop,n_cws
21139,20.09,18510,5
21141,16.64,30357,7
21143,52.16,12930,4
21145,0.00,65098,2
21147,0.00,34439,1
21149,11.32,8537,6
21151,39.00,91379,5
21153,25.34,11954,2
21155,0.00,23953,2
21157,0.00,37426,5
21159,100.00,9003,1
21161,0.00,25305,4
21163,83.57,39864,4
21165,99.54,5426,2
21167,0.00,26366,4
21169,0.00,8515,1
21171,89.00,13497,3
21173,71.22,34363,6
21175,76.02,9869,2
21177,64.85,36058,5
21179,13.79,51678,4
21181,0.00,10410,3
21183,9.30,25943,5
21185,0.00,48476,2
21189,100.00,5346,1
21191,0.00,15554,5
21193,0.00,30247,3
21195,79.50,55418,3
21197,0.00,15917,4
21199,0.00,102144,8
21201,0.00,775,1
21203,0.00,21352,4
21205,54.68,34317,3
21207,55.97,16811,2
21209,0.00,44608,1
21211,0.00,53306,4
21213,0.00,40548,2
21215,0.00,22286,1
21217,0.00,24874,1
21219,15.14,15988,5
21221,0.00,20449,2
21223,0.00,8007,2
21225,100.00,16273,4
21227,0.00,144719,2
21229,0.00,13205,1
21231,0.00,21000,1
21233,49.08,15420,6
21235,46.83,41263,5
21237,0.00,6600,1
21239,66.36,26858,4
22001,26.73,63321,12
22003,50.68,32229,10
22005,32.94,31987,19
22007,0.00,21366,1
22009,36.24,52812,16
22011,34.61,49360,7
22013,80.09,16678,20
22015,17.74,140258,22
22017,94.49,244869,41
22019,10.25,203380,43
22021,31.60,16233,11
22023,77.47,10807,7
22025,53.16,12708,7
22027,56.28,21097,12
22029,52.85,25815,7
22031,73.98,33699,9
22033,2.15,643102,5
22035,100.00,8070,4
22037,12.82,27684,10
22039,73.40,42955,13
22041,78.27,25752,7
22043,59.31,25910,13
22045,11.86,75060,7
22047,35.53,40967,12
22049,73.32,18119,19
22051,33.74,440987,4
22053,26.29,38275,8
22055,11.49,303572,59
22057,0.00,96471,2
22059,55.05,19338,12
22061,36.85,60540,20
22063,16.94,160380,28
22065,89.59,13542,4
22067,88.64,31947,15
22069,16.90,44619,13
22071,100.00,387688,2
22073,58.18,186438,26
22075,34.88,32082,4
22077,72.59,30794,10
22079,18.76,162868,22
22081,75.86,12339,11
22083,34.52,24759,11
22085,81.34,39244,18
22087,0.00,44783,1
22089,0.00,52879,1
22091,12.88,10402,3
22093,67.79,22354,4
22095,0.00,46679,4
22097,38.98,111579,28
22099,74.09,75519,14
22101,91.33,62077,11
22103,24.78,242206,95
22105,72.91,129234,21
22107,84.70,8336,5
22109,0.00,128118,2
22111,89.74,32769,20
22113,48.54,70406,10
22115,12.16,65626,16
22117,59.93,32885,14
22119,44.55,50159,27
22121,22.05,30651,5
22123,79.71,14565,7
22125,58.16,20711,3
22127,90.86,17073,12
23001,0.25,55615,20
23003,14.22,30302,39
23005,1.46,176794,31
23007,18.57,14566,13
23009,26.88,19755,30
23011,0.30,55771,31
23013,4.47,25360,16
23015,0.97,14158,12
23017,3.99,19632,15
23019,1.08,74198,54
23021,43.61,8292,9
23023,0.00,12025,9
23025,20.98,20933,17
23027,0.81,10819,18
23029,23.74,12214,22
23031,2.18,141019,50
24001,11.81,65734,17
24003,0.31,508707,28
24005,20.63,2463,8
24009,10.58,36050,30
24011,11.20,12921,19
24013,5.05,97162,24
24015,72.46,52685,47
24017,0.40,119850,49
24019,14.47,20208,12
24021,4.49,180840,30
24023,5.96,13794,16
24025,8.45,168724,17
24027,0.17,286756,4
24029,52.33,11390,11
24031,0.00,1959606,6
24033,95.91,26410,4
24035,22.79,18339,16
24037,3.99,91164,38
24039,34.95,11185,10
24041,12.31,22760,8
24043,1.13,111038,20
24045,3.97,47357,26
24047,56.80,61238,19
24510,99.85,1603209,5
25001,0.99,606315,30
25003,0.00,114258,41
25005,0.01,629223,29
25007,0.00,39491,7
25009,7.24,894820,39
25011,0.00,50236,26
25013,4.99,428359,29
25015,28.32,138649,28
25017,10.26,1611597,97
25019,0.00,30703,2
25021,0.13,770300,39
25023,9.06,548666,45
25025,0.00,3377936,5
25027,7.67,733244,110
26001,0.00,649,5
26003,11.49,4134,5
26005,16.54,35610,50
26007,0.00,16082,3
26009,12.96,9647,13
26011,0.00,8707,8
26013,96.39,4650,3
26015,5.68,16375,17
26017,35.89,98711,20
26019,11.13,3936,10
26021,15.29,103891,41
26023,1.37,20107,13
26025,81.21,76536,19
26027,24.51,13665,19
26029,0.00,13792,18
26031,0.00,6866,10
26033,1.52,21381,6
26035,0.00,5160,4
26037,2.54,15063,12
26039,0.00,1984,3
26041,0.51,18643,8
26043,0.00,19124,7
26045,0.74,54003,17
26047,3.23,18794,39
26049,31.58,271831,46
26051,63.53,4711,8
26053,9.30,11021,8
26055,0.00,41630,24
26057,0.00,21825,10
26059,54.40,15268,13
26061,3.97,30273,17
26063,2.58,16191,19
26065,5.24,263590,23
26067,9.77,28109,18
26069,0.58,14759,11
26071,0.00,11293,15
26073,62.21,37344,13
26075,1.30,91761,24
26077,0.24,250341,23
26079,0.00,2066,2
26081,2.12,567070,44
26083,24.21,826,5
26085,0.00,1177,4
26087,63.33,20436,14
26089,3.79,5061,15
26091,9.26,52339,28
26093,6.62,70560,47
26095,0.00,3558,3
26097,84.11,3670,4
26099,4.43,823290,27
26101,0.00,8680,10
26103,51.37,46369,23
26105,0.00,11886,9
26107,92.39,11574,13
26109,0.36,10140,5
26111,17.72,62778,9
26113,0.00,1515,3
26115,0.00,129312,10
26117,0.18,20419,13
26119,0.00,1168,3
26121,3.56,113189,24
26123,10.06,11076,9
26125,10.06,1042993,108
26127,0.00,5205,5
26129,6.73,2675,7
26131,0.00,3758,5
26133,1.65,5076,5
26135,0.00,882,4
26137,0.00,4396,11
26139,8.40,207273,26
26141,0.00,4992,5
26143,6.89,2149,16
26145,5.60,165803,26
26147,4.79,114145,21
26149,0.56,32276,17
26151,4.24,19737,20
26153,0.00,4902,4
26155,63.43,28461,21
26157,0.00,15513,15
26159,45.35,28525,27
26161,2.88,263484,32
26163,13.87,1778832,43
26165,13.32,13632,8
27001,7.50,3478,6
27003,0.93,293077,31
27005,0.44,13540,10
27007,0.41,17282,18
27009,0.00,19521,8
27011,0.00,3566,9
27013,1.40,55042,17
27015,0.00,20635,7
27017,0.00,19233,10
27019,0.53,98946,12
27021,0.00,4520,13
27023,0.00,7690,5
27025,0.30,28708,18
27027,1.25,57949,13
27029,0.00,2022,3
27031,0.00,1404,2
27033,0.00,14114,9
27035,0.59,29900,23
27037,16.28,382506,20
27039,0.00,13895,6
27041,0.19,19324,11
27043,0.79,9814,12
27045,0.00,13306,14
27047,10.74,23038,15
27049,0.68,32124,12
27051,1.45,3437,7
27053,0.00,1264727,44
27055,0.00,11200,6
27057,0.73,5479,7
27059,0.00,19746,5
27061,0.00,21457,18
27063,1.85,6068,6
27065,0.00,4254,3
27067,0.81,29072,15
27069,0.00,5025,6
27071,0.00,7092,5
27073,0.00,3481,6
27075,0.00,5654,3
27077,0.00,1002,2
27079,2.92,22484,11
27081,0.00,16757,7
27083,0.00,20829,12
27085,1.77,27252,10
27087,0.00,1693,3
27089,0.83,7614,12
27091,1.99,14932,9
27093,0.00,11787,7
27095,0.00,11260,9
27097,1.92,14557,9
27099,1.62,32213,17
27101,0.00,4415,9
27103,1.74,28956,6
27105,3.85,18117,12
27107,5.79,3903,9
27109,0.00,144060,18
27111,0.73,26505,16
27113,93.98,9258,6
27115,1.21,11022,15
27117,0.00,6985,10
27119,1.08,20586,11
27121,0.00,4881,6
27123,68.15,575949,18
27125,0.00,2015,3
27127,0.00,10374,14
27129,0.00,9630,10
27131,0.20,56316,14
27133,0.00,9495,8
27135,3.52,7110,13
27137,4.73,151597,31
27139,24.50,123739,17
27141,0.00,45816,9
27143,16.51,8660,8
27145,0.35,140748,33
27147,0.17,30780,7
27149,0.00,6904,5
27151,0.00,6121,6
27153,0.00,10019,8
27155,3.13,2174,4
27157,0.00,13886,10
27159,0.00,6927,4
27161,1.67,12933,4
27163,0.00,244999,29
27165,29.54,8156,8
27167,0.00,4189,5
27169,0.00,40180,12
27171,0.88,113695,18
27173,0.90,6758,9
28001,0.00,32630,5
28003,0.00,39066,8
28005,0.00,11211,10
28007,0.00,22247,14
28009,6.82,5717,6
28011,24.30,36305,26
28013,15.33,18477,17
28015,0.00,10203,6
28017,7.65,19793,11
28019,16.68,9558,11
28021,16.97,12036,6
28023,0.00,14964,11
28025,0.78,24073,8
28027,87.78,23696,17
28029,44.59,25924,11
28031,29.80,14329,8
28033,18.28,202446,19
28035,2.96,87876,13
28037,67.16,7621,10
28039,0.00,15188,5
28041,4.59,10871,7
28043,9.18,30575,10
28045,39.67,53115,12
28047,4.90,185686,33
28049,82.47,279331,20
28051,14.86,21100,20
28053,52.56,9071,10
28055,100.00,1452,3
28057,46.74,23348,8
28059,19.49,132595,16
28061,6.27,26912,16
28063,0.00,8516,6
28065,13.40,14040,8
28067,0.91,69965,21
28069,1.94,12295,12
28071,6.40,73997,20
28073,13.01,65774,10
28075,2.19,79863,13
28077,3.38,11821,9
28079,7.69,20457,12
28081,2.38,86633,23
28083,1.16,30758,13
28085,37.30,33545,8
28087,4.06,65728,12
28089,24.73,129881,16
28091,35.16,23060,11
28093,19.37,22950,6
28095,7.00,40763,12
28097,60.99,13687,17
28099,0.00,24485,6
28101,9.06,21475,11
28103,74.72,11228,7
28105,6.09,69436,24
28107,20.38,32629,23
28109,5.30,53953,13
28111,16.42,9687,10
28113,27.12,35257,11
28115,66.58,36716,12
28117,43.43,31943,12
28119,64.31,6912,11
28121,41.36,189591,35
28123,9.56,31760,12
28125,100.00,3904,5
28127,0.00,35030,15
28129,22.69,12913,13
28131,43.43,14830,9
28133,85.49,27036,14
28135,47.05,12749,15
28137,66.63,14722,10
28139,10.31,27618,12
28141,0.00,24936,11
28143,45.38,12248,3
28145,8.08,26974,12
28147,0.00,19069,4
28149,4.23,55815,6
28151,81.01,46465,11
28153,49.49,21095,7
28155,0.00,13030,12
28157,0.00,11069,9
28159,0.00,20115,11
28161,13.56,14481,16
28163,40.00,24785,17
29001,68.40,25680,4
29003,0.33,106624,11
29005,0.00,4315,7
29007,3.39,28376,7
29009,0.11,22687,30
29011,0.00,15802,5
29013,28.97,17912,15
29015,6.47,8342,25
29017,0.00,1945,5
29019,0.00,229755,12
29021,0.00,92133,7
29023,50.05,35603,12
29025,13.82,19478,11
29027,0.00,38304,12
29029,3.42,35916,64
29031,55.99,71336,21
29033,3.67,8309,7
29035,0.00,2909,6
29037,0.41,667234,33
29039,10.88,17467,10
29041,11.73,4263,5
29043,0.00,58576,29
29045,0.00,9730,4
29047,0.01,678521,22
29049,1.00,582552,10
29051,0.00,72587,12
29053,0.00,12993,8
29055,0.00,15987,11
29057,0.36,12528,7
29059,0.00,4071,5
29061,2.34,13464,12
29063,1.06,103613,9
29065,0.00,6265,3
29067,0.00,3025,2
29069,38.60,35764,13
29071,22.24,66050,41
29073,6.43,7608,10
29075,47.44,6745,7
29077,0.34,253941,29
29079,0.00,10160,5
29081,59.75,12405,9
29083,3.51,23161,12
29085,16.74,3782,10
29087,37.82,5976,8
29089,38.67,8282,6
29091,54.86,23447,9
29093,40.03,5164,10
29095,0.00,957284,24
29097,1.16,140132,18
29099,4.53,182793,68
29101,0.00,65417,16
29103,0.00,4961,2
29105,0.00,31385,6
29107,9.98,36105,15
29109,1.17,18008,13
29111,12.47,7015,5
29113,17.01,44131,31
29115,9.70,14642,9
29117,11.60,19091,8
29119,15.56,11839,10
29121,0.00,21158,7
29123,0.00,6387,3
29125,0.00,3022,5
29127,66.82,25603,3
29129,6.62,4801,3
29131,62.35,8974,15
29133,32.29,13091,6
29135,47.51,9730,7
29137,22.85,10940,5
29139,22.90,17545,13
29141,25.54,7941,15
29143,11.07,14728,14
29145,0.00,19320,15
29147,61.40,20154,13
29149,2.71,4432,5
29151,4.14,9562,12
29153,56.44,1421,5
29155,11.36,17383,7
29157,5.83,13721,10
29159,2.67,27455,21
29161,3.09,29083,15
29163,23.00,16023,6
29165,0.22,607515,20
29167,0.00,15180,14
29169,9.19,63819,16
29171,0.00,4895,4
29173,54.62,15813,4
29175,0.00,27456,5
29177,0.00,24631,9
29179,0.00,1380,3
29181,32.88,8456,5
29183,0.00,1422540,19
29185,19.05,5512,6
29186,42.54,12868,8
29187,45.05,51172,21
29189,0.00,1146683,6
29195,17.20,29479,13
29197,0.00,4740,4
29199,35.16,5182,2
29201,4.83,33905,16
29203,0.00,2694,3
29205,2.78,6607,5
29207,9.31,22649,16
29209,7.42,22042,92
29211,32.49,7193,7
29213,0.39,58530,54
29215,3.16,15892,10
29217,51.56,23750,9
29219,16.57,23595,18
29221,4.26,5426,11
29223,29.30,6781,15
29225,34.02,17732,12
29227,0.00,2607,4
29229,0.00,7940,7
29510,0.00,304709,1
30001,1.34,5577,9
30003,0.00,4605,5
30005,90.99,2385,6
30007,0.00,2150,2
30009,10.41,4784,12
30011,0.00,400,1
30013,1.76,81575,47
30015,14.69,3336,11
30017,93.46,10288,4
30019,0.00,1108,2
30021,1.08,7419,10
30023,0.00,7914,6
30025,0.00,2185,4
30027,4.21,7383,11
30029,0.43,76608,142
30031,0.62,100560,64
30033,0.00,364,1
30035,0.00,5485,12
30037,72.97,370,2
30039,100.00,1360,1
30041,81.15,12225,9
30043,68.15,5400,14
30045,0.00,755,4
30047,15.87,14205,25
30049,75.96,47271,56
30051,21.07,1827,8
30053,44.44,11154,19
30055,0.00,1009,2
30057,15.60,9615,12
30059,0.00,1162,3
30061,21.84,2266,10
30063,1.12,86112,85
30065,0.00,2220,4
30067,2.41,10377,18
30069,0.00,187,1
30071,4.98,2411,7
30073,16.43,4564,10
30075,0.00,450,1
30077,0.00,5000,2
30081,7.98,11341,24
30083,1.35,6280,5
30085,0.00,4519,4
30087,60.07,5660,4
30089,0.00,5722,12
30091,0.00,2627,5
30093,0.00,35062,3
30095,0.00,3295,7
30097,0.00,1760,3
30099,8.76,3858,9
30101,1.58,6318,15
30103,100.00,262,1
30105,4.59,5447,8
30107,0.00,2672,7
30109,100.00,550,1
30111,5.26,151202,54
31001,89.76,27854,9
31003,18.89,3700,7
31007,0.00,150,1
31009,0.00,103,1
31011,0.00,3194,5
31013,0.00,8880,2
31015,0.00,1458,7
31017,0.00,2033,2
31019,0.00,41170,15
31021,0.00,7486,6
31023,3.67,4800,10
31025,9.96,24154,24
31027,46.33,7494,13
31029,0.00,2620,2
31031,0.00,3211,6
31033,0.00,7891,6
31035,9.33,4588,9
31037,6.87,8255,5
31039,75.99,7810,5
31041,9.72,6608,10
31043,0.00,19257,7
31045,2.24,7515,6
31047,18.68,19155,10
31049,75.96,1173,2
31051,13.05,3487,9
31053,0.78,32211,11
31055,0.00,668241,13
31057,0.00,1012,2
31059,0.00,4258,7
31061,0.00,2304,8
31063,1.86,1507,5
31065,0.00,4091,8
31067,0.00,17447,14
31069,0.00,809,1
31071,0.00,1080,1
31073,0.00,905,5
31075,0.00,168,1
31077,19.60,1464,4
31079,95.09,55008,6
31081,6.12,6288,6
31083,11.62,1739,6
31085,0.00,220,1
31087,32.58,1639,4
31089,0.00,6410,7
31091,0.00,279,1
31093,0.00,3249,5
31095,0.92,6525,10
31097,9.50,4369,6
31099,0.00,4350,4
31101,0.00,5691,3
31103,0.00,200,1
31105,8.76,2968,3
31107,0.00,5771,12
31109,1.91,315647,22
31111,0.00,28275,9
31113,0.00,305,1
31119,3.75,31805,7
31121,0.00,4582,5
31123,0.00,2817,3
31125,94.15,2342,3
31127,0.00,6513,9
31129,0.00,3237,6
31131,0.39,14474,11
31133,0.00,2944,8
31135,5.84,1747,4
31137,79.11,7022,5
31139,30.10,4259,5
31141,6.24,26695,10
31143,37.38,3090,4
31145,0.65,8890,6
31147,12.02,7901,11
31149,89.74,780,2
31151,4.85,12083,8
31153,0.72,49917,13
31155,30.69,14665,21
31157,0.00,29302,12
31159,19.30,12306,11
31161,0.00,2930,3
31163,0.00,1520,5
31165,0.00,251,1
31167,40.10,3933,4
31169,1.90,3580,10
31171,0.00,200,1
31175,0.00,2592,3
31177,46.58,17173,11
31179,0.00,6873,4
31181,0.00,2577,5
31183,0.00,180,2
31185,6.27,11288,9
32001,2.86,14140,9
32003,1.17,2355130,46
32005,7.33,45948,24
32007,0.00,47111,16
32009,0.00,488,2
32011,0.00,987,4
32013,0.86,11204,7
32015,91.93,4335,3
32017,0.00,3660,5
32019,60.51,49152,6
32021,11.85,3796,4
32023,9.58,26992,26
32025,0.34,59200,3
32027,0.87,5752,6
32029,0.00,2730,2
32031,2.17,483279,25
32033,0.00,7969,7
33001,16.40,37105,70
33003,22.65,38194,110
33005,0.62,48342,34
33007,6.89,23797,19
33009,25.82,69289,74
33011,1.66,300623,74
33013,4.44,89511,63
33015,9.99,199215,200
33017,29.63,92100,47
33019,36.70,24526,15
34001,46.15,390973,29
34003,5.96,1143753,22
34005,13.00,628351,49
34007,9.01,545150,22
34009,7.62,501407,25
34011,90.12,98215,14
34013,54.74,894557,21
34015,4.77,253636,29
34017,3.39,1228208,7
34019,0.35,256466,26
34021,80.95,302534,11
34023,29.78,720503,16
34025,10.09,658487,38
34027,16.03,630479,63
34029,6.57,1055148,57
34031,10.40,697461,29
34033,4.26,42865,15
34035,14.17,320767,5
34037,38.91,80494,61
34039,0.00,995560,5
34041,0.26,290747,24
35001,7.37,641878,45
35003,23.65,1970,9
35005,86.09,63244,10
35006,31.24,16502,9
35007,54.92,22078,14
35009,3.39,52420,9
35011,0.00,2243,2
35013,29.47,250439,45
35015,12.21,61523,14
35017,11.51,25951,17
35019,36.08,4412,7
35021,65.70,758,2
35023,92.97,3741,4
35025,31.32,65382,9
35027,12.00,27677,21
35028,0.00,25000,1
35029,12.44,19426,5
35031,86.94,26362,16
35033,72.95,3881,15
35035,11.85,66334,36
35037,4.12,9921,8
35039,82.85,26534,42
35041,22.74,18619,6
35043,89.36,129701,28
35045,61.00,103010,16
35047,94.31,20597,26
35049,78.09,134907,44
35051,63.63,10731,6
35053,23.08,17751,7
35055,38.98,19890,43
35057,84.07,9132,18
35059,6.21,3513,3
35061,43.47,49873,18
36001,32.19,302176,35
36003,18.01,29983,23
36005,0.00,8271000,1
36007,0.35,165437,64
36009,7.91,45769,51
36011,0.77,51894,32
36013,11.70,108869,54
36015,0.00,81566,24
36017,0.00,21175,29
36019,4.67,55868,39
36021,2.46,25223,50
36023,0.41,34873,25
36025,8.08,20947,34
36027,8.44,199922,153
36029,0.04,945839,44
36031,1.26,34092,33
36033,18.69,29430,14
36035,0.82,32901,25
36037,1.72,45624,16
36039,34.68,28424,38
36041,8.46,4728,7
36043,42.04,37620,35
36045,29.04,114507,55
36047,0.00,8271000,1
36049,34.81,11492,15
36051,5.69,52764,28
36053,0.29,27486,22
36055,95.62,769151,5
36057,73.04,34518,18
36059,30.50,1354175,40
36061,0.00,8271000,1
36063,0.00,223670,20
36065,0.91,194813,45
36067,33.02,609047,25
36069,15.82,89768,35
36071,9.78,340746,138
36073,93.08,564293,22
36075,0.35,76562,42
36077,9.50,29699,37
36079,8.11,37182,101
36081,0.00,8271000,1
36083,29.90,113928,38
36085,0.00,8271000,1
36087,1.20,302781,19
36089,0.00,63180,40
36091,3.28,173253,74
36093,0.27,143374,11
36095,43.84,11812,16
36097,3.11,6463,11
36099,1.50,24830,26
36101,1.61,51481,56
36103,2.56,1368598,26
36105,0.43,51667,69
36107,0.00,24728,34
36109,0.25,97550,50
36111,13.21,97291,112
36113,1.34,50610,24
36115,0.00,31127,21
36117,0.05,85319,19
36119,4.98,1002735,89
36121,37.56,21977,23
36123,0.00,14124,12
37001,0.36,125645,30
37003,0.00,38018,8
37005,0.00,3518,4
37007,5.92,23837,8
37009,65.04,5241,11
37011,38.10,11732,18
37013,30.89,50394,7
37015,2.66,18135,5
37017,28.72,35443,8
37019,18.91,241936,8
37021,94.02,194940,32
37023,13.71,73316,17
37025,2.11,153066,37
37027,8.74,73681,12
37029,0.00,9717,1
37031,37.24,77497,30
37033,79.78,2503,5
37035,0.92,136067,82
37037,70.93,47839,20
37039,55.45,9913,7
37041,100.00,17222,2
37043,76.49,2569,5
37045,19.80,105316,7
37047,35.61,31459,15
37049,37.51,125340,12
37051,5.27,355216,31
37053,66.61,36225,7
37055,0.00,49550,7
37057,0.00,212681,6
37059,99.79,37822,3
37061,21.60,41398,13
37063,0.09,337370,21
37065,88.56,30668,8
37067,0.00,395703,15
37069,69.01,42118,20
37071,18.34,191432,143
37073,0.00,11621,1
37075,0.00,4702,6
37077,1.58,28501,8
37079,8.16,18212,8
37081,25.65,471120,92
37083,0.40,44174,8
37085,10.77,159190,9
37087,82.49,49036,10
37089,1.14,84729,35
37091,21.59,20174,8
37093,64.00,59388,7
37095,0.00,6156,2
37097,49.79,136220,55
37099,34.55,25804,37
37101,13.78,214429,47
37103,7.93,10818,3
37105,95.66,55692,6
37107,0.00,61618,7
37109,73.74,67385,11
37111,84.56,15030,22
37113,81.98,21406,29
37115,0.00,7138,4
37117,90.37,15870,8
37119,0.01,1178507,30
37121,10.83,6696,5
37123,90.42,29606,10
37125,31.04,98999,27
37127,10.58,77768,16
37129,2.62,244143,16
37131,73.98,17976,14
37133,73.76,286778,17
37135,8.44,113607,29
37137,94.54,20801,2
37139,0.00,43187,4
37141,90.46,56099,11
37143,100.00,14656,3
37145,0.00,13246,2
37147,28.30,172773,14
37149,72.86,10957,7
37151,57.59,56599,32
37153,52.74,47773,4
37155,32.58,110974,12
37157,60.96,54873,35
37159,85.70,121404,41
37161,8.46,49973,15
37163,0.97,36456,16
37165,3.88,24845,8
37167,13.49,49090,13
37169,0.40,26490,7
37171,19.76,23478,36
37173,4.85,5192,6
37175,11.26,18766,20
37177,78.10,4068,2
37179,19.50,220884,6
37181,8.53,19673,8
37183,20.52,1144488,327
37185,7.25,17771,14
37187,95.02,10964,4
37189,31.53,41041,27
37191,49.06,124816,11
37193,71.28,45828,10
37195,3.12,67063,11
37197,40.01,11084,12
37199,0.00,5383,3
38001,0.00,1388,2
38003,0.00,12391,9
38005,9.23,1138,4
38007,0.00,112,1
38009,2.92,4870,8
38011,0.00,1920,3
38013,6.02,1096,6
38015,0.00,92424,10
38017,0.17,176734,26
38019,0.00,4570,5
38021,30.10,4808,7
38023,2.24,1562,3
38025,0.00,1475,6
38027,0.00,1595,2
38029,0.00,5867,6
38031,0.00,2611,3
38033,0.00,1098,3
38035,0.00,69757,8
38037,0.00,1156,3
38039,0.00,3503,5
38041,0.00,1481,3
38043,0.00,832,3
38045,0.00,2192,8
38047,0.00,1102,2
38049,20.91,2291,6
38051,0.00,1867,4
38053,0.27,11732,6
38055,3.64,9165,12
38057,0.00,10545,7
38059,0.00,29696,12
38061,0.00,1436,4
38063,0.00,4204,6
38065,0.00,588,1
38067,0.00,7930,8
38069,0.00,3994,3
38071,0.00,12603,3
38073,0.00,4835,5
38075,0.00,1405,3
38077,0.00,15446,13
38079,21.79,3548,5
38081,5.04,2183,5
38083,20.50,478,2
38087,0.00,136,1
38089,0.00,36446,7
38091,0.00,799,3
38093,0.75,21838,8
38095,0.00,1335,3
38097,0.00,7644,5
38099,0.00,9291,4
38101,0.00,65645,13
38103,0.71,6057,6
38105,0.68,37463,12
39001,16.82,30997,6
39003,77.68,84476,8
39005,10.26,25742,10
39007,0.94,79991,11
39009,13.35,75476,13
39011,33.24,30647,8
39013,54.71,61529,14
39015,5.74,47642,7
39017,0.00,376350,12
39019,62.37,6982,6
39021,61.06,18717,12
39023,1.65,92484,27
39025,1.41,186120,9
39027,12.20,21010,5
39029,18.71,59322,17
39031,0.31,14604,7
39033,83.09,27708,4
39035,0.00,1399598,7
39037,14.28,25006,11
39039,82.65,25422,9
39041,0.00,195093,3
39043,0.00,80340,12
39045,2.06,93723,21
39047,5.48,24724,7
39049,0.97,1492908,31
39051,74.28,25128,9
39053,0.00,28959,3
39055,5.39,22788,32
39057,5.57,170119,18
39059,48.36,28937,6
39061,0.53,829237,12
39063,3.54,59034,8
39065,62.36,18228,8
39067,48.89,10450,15
39069,11.53,15008,10
39071,0.00,42501,5
39073,10.79,9077,7
39075,25.84,11212,11
39077,17.99,65608,14
39079,29.33,35304,6
39081,39.29,56338,18
39083,0.00,31263,10
39085,0.00,228741,6
39087,31.53,61075,6
39089,7.31,112681,22
39091,72.04,22341,16
39093,3.34,329650,16
39095,84.12,427981,8
39097,48.41,31807,17
39099,0.05,207429,11
39101,0.00,48290,4
39103,2.17,108325,14
39105,43.55,28497,6
39107,0.45,22904,9
39109,0.59,93756,15
39111,51.92,13352,6
39113,2.01,509292,23
39115,11.16,5135,8
39117,0.00,7576,5
39119,9.77,69664,11
39121,19.86,11421,6
39123,20.50,44171,10
39125,56.18,7711,6
39127,42.76,27175,21
39129,18.32,41398,20
39131,0.00,24825,8
39133,10.65,100386,32
39135,16.26,21241,12
39137,35.80,15065,10
39139,56.74,90559,48
39141,14.41,69602,7
39143,0.33,30061,7
39145,0.00,83235,17
39147,5.02,39207,11
39149,70.77,29127,16
39151,8.35,287882,38
39153,85.42,439273,31
39155,5.34,151848,26
39157,7.02,62233,14
39159,7.68,28663,4
39161,82.53,13632,5
39163,11.08,3250,3
