county_fips,pct_pop_hb_violation,cws_pop,n_cws
39165,4.46,205869,17
39167,14.43,60927,15
39169,5.48,58803,32
39171,21.27,21741,13
39173,18.12,109532,20
39175,0.00,12048,4
40001,62.56,13188,9
40003,28.79,4446,9
40005,100.00,10995,8
40007,26.57,2699,5
40009,13.12,20527,9
40011,72.00,7551,8
40013,93.90,39612,13
40015,92.44,21642,15
40017,66.35,70594,13
40019,93.88,47657,8
40021,80.82,33782,24
40023,96.41,11241,9
40025,82.48,1798,2
40027,81.02,206352,15
40029,94.54,4013,8
40031,9.25,137212,23
40033,100.00,7167,5
40035,77.74,18083,10
40037,84.97,65663,16
40039,43.03,23986,11
40041,73.55,24896,26
40043,47.95,2615,6
40045,65.32,2494,5
40047,82.81,62240,21
40049,66.75,23570,13
40051,90.87,33172,17
40053,86.11,4090,10
40055,79.90,5906,7
40057,62.85,3602,3
40059,0.00,2495,3
40061,100.00,6855,4
40063,61.29,12529,9
40065,95.41,29205,11
40067,90.72,12925,6
40069,66.93,9789,10
40071,32.34,45483,12
40073,90.30,10109,8
40075,46.34,7740,9
40077,100.00,8443,6
40079,85.08,46614,20
40081,69.31,16365,13
40083,42.67,26320,14
40085,0.00,5276,4
40087,28.94,24375,12
40089,74.73,28881,13
40091,100.00,19184,11
40093,91.23,4834,6
40095,100.00,25259,7
40097,58.49,44332,20
40099,38.15,21323,7
40101,92.99,67893,18
40103,73.96,10311,10
40105,84.50,10195,12
40107,100.00,9630,6
40109,7.14,879321,40
40111,100.00,45674,15
40113,44.02,33416,27
40115,38.08,24007,15
40117,72.57,13227,13
40119,89.09,86790,12
40121,100.00,50811,22
40123,74.18,36804,10
40125,88.52,48685,15
40127,82.99,11282,7
40129,68.29,2523,5
40131,68.03,75204,15
40133,54.12,16313,11
40135,82.90,40162,14
40137,93.28,38245,6
40139,69.64,18392,11
40141,100.00,8179,7
40143,7.18,666353,15
40145,92.95,60271,13
40147,96.99,45692,11
40149,85.98,8920,10
40151,91.53,7448,7
40153,97.15,18944,9
41001,1.68,12178,9
41003,2.02,69337,14
41005,17.56,364051,84
41007,2.50,39821,21
41009,27.82,37739,37
41011,2.08,48384,23
41013,3.92,15001,18
41015,45.80,16688,12
41017,0.59,189438,68
41019,20.30,84708,37
41021,0.00,1403,3
41023,18.26,4277,8
41025,59.93,4555,4
41027,6.49,22903,6
41029,0.82,181765,69
41031,0.00,19925,4
41033,1.36,42605,35
41035,4.93,48844,29
41037,67.45,3671,3
41039,2.67,301008,72
41041,2.37,58836,32
41043,4.77,104253,40
41045,1.93,20151,8
41047,4.18,336642,75
41049,4.28,9969,8
41051,1.23,846579,25
41053,5.29,51991,12
41055,36.39,1264,4
41057,18.36,28109,35
41059,0.67,62305,34
41061,0.00,20152,10
41063,0.00,4829,5
41065,27.56,22137,20
41067,0.41,585293,28
41069,0.00,747,3
41071,4.96,86093,38
42001,0.99,48199,35
42003,15.77,1945351,39
42005,11.32,45246,22
42007,30.09,165795,30
42009,25.57,18807,25
42011,42.83,304550,77
42013,62.95,99620,25
42015,17.55,29583,22
42017,15.87,550395,70
42019,31.68,137569,40
42021,46.15,136500,36
42023,0.00,3558,2
42025,17.23,44365,29
42027,7.79,175643,43
42029,9.16,257255,67
42031,20.70,22802,14
42033,7.45,55758,18
42035,12.89,29673,16
42037,4.16,52303,18
42039,2.78,40296,44
42041,1.42,232354,27
42043,1.63,263371,28
42045,0.13,148535,5
42047,11.54,30717,8
42049,5.42,292974,41
42051,61.62,253300,19
42053,0.00,5380,3
42055,4.27,112527,30
42057,0.00,2371,3
42059,9.15,45900,3
42061,23.51,31692,21
42063,9.58,48941,17
42065,2.22,27175,11
42067,4.85,9626,13
42069,1.28,159974,33
42071,47.93,340723,98
42073,2.62,69144,18
42075,0.04,84839,30
42077,7.15,258637,42
42079,3.70,271535,74
42081,5.11,79015,32
42083,56.38,33889,17
42085,7.77,85614,33
42087,0.00,30887,6
42089,23.42,93285,68
42091,69.65,1233724,38
42093,0.00,5242,2
42095,3.30,314300,46
42097,13.29,86490,11
42099,21.09,11459,25
42101,0.00,1600000,1
42103,33.12,42044,42
42105,24.10,9501,9
42107,14.39,118681,40
42109,3.56,19226,16
42111,0.57,54853,34
42113,34.00,1250,4
42115,4.74,12616,22
42117,2.84,25177,22
42119,7.45,5702,6
42121,4.13,37344,25
42123,10.51,23697,15
42125,95.54,43721,9
42127,16.27,24238,40
42129,11.83,254521,17
42131,8.95,15807,30
42133,59.52,351808,45
44001,0.00,49445,3
44003,0.00,180219,9
44005,22.70,87577,13
44007,0.70,603299,27
44009,26.94,145412,37
45001,59.77,13591,4
45003,1.08,145057,25
45005,0.00,8783,4
45007,0.00,206331,34
45009,43.57,8033,4
45011,0.00,10536,5
45013,75.92,221318,15
45015,0.10,163737,14
45017,0.00,5670,3
45019,0.07,477276,15
45021,20.29,55206,6
45023,0.00,15668,1
45025,14.29,44266,9
45027,0.00,15835,9
45029,0.57,18229,7
45031,0.00,69175,4
45033,0.00,28330,4
45035,0.00,162361,20
45037,0.00,29248,2
45039,12.19,20914,7
45041,0.00,99970,7
45043,16.61,73610,11
45045,0.00,524853,8
45047,0.06,58460,7
45049,0.00,11102,8
45051,4.05,422483,10
45053,0.00,2879,3
45055,0.00,73985,5
45057,0.00,96720,5
45059,0.06,67806,5
45061,0.00,4183,2
45063,6.61,177693,85
45065,100.00,10249,2
45067,0.00,34268,4
45069,0.00,21313,5
45071,9.92,24851,5
45073,0.83,98778,20
45075,0.00,64799,16
45077,8.12,126369,20
45079,90.33,392421,30
45081,35.37,9584,5
45083,0.00,354086,7
45085,0.28,88799,19
45087,29.66,31744,8
45089,56.86,18096,7
45091,25.46,206497,66
46003,0.00,7697,5
46005,0.61,15565,8
46007,0.00,1500,1
46009,12.28,18388,7
46011,0.00,47064,13
46013,48.11,58823,22
46015,9.44,6062,4
46017,0.00,2750,1
46019,1.28,9372,12
46021,1.94,21395,3
46023,0.00,10052,6
46025,0.00,8353,8
46027,1.61,17173,4
46029,0.70,36360,9
46031,6.46,727,3
46033,7.61,4006,11
46035,0.00,25352,6
46037,0.89,32197,10
46039,2.01,11938,4
46041,57.14,7000,5
46043,0.00,21172,8
46045,0.81,23470,7
46047,0.94,6933,11
46049,0.00,21954,7
46051,1.03,9119,5
46053,0.00,7020,5
46055,0.00,879,2
46057,7.91,9470,7
46059,0.00,13550,4
46061,3.79,17134,4
46063,0.00,346,1
46065,0.00,26989,5
46067,7.50,20890,6
46069,0.00,12515,2
46071,0.00,543,1
46073,23.20,3857,3
46075,0.00,6365,3
46077,0.00,5786,7
46079,0.00,15582,6
46081,1.97,22741,41
46083,1.91,49236,9
46085,0.00,10708,5
46087,0.00,36806,9
46089,1.97,21997,3
46091,0.00,28557,9
46093,7.48,25856,46
46095,9.88,5393,2
46097,9.50,937,2
46099,0.12,260702,15
46101,25.23,9401,7
46103,12.90,121308,67
46105,0.00,1936,3
46107,0.00,22294,4
46109,3.13,9192,9
46111,0.00,4460,4
46113,0.00,1398,2
46115,0.98,24235,11
46117,0.00,9448,3
46119,0.00,12491,2
46121,0.00,4860,1
46123,3.99,8104,3
46125,2.96,27538,10
46127,0.00,23997,9
46129,0.00,24777,4
46135,0.53,30351,10
46137,0.00,2715,2
47001,0.00,90175,5
47003,38.37,66564,5
47005,0.00,11933,3
47007,49.76,10920,2
47009,34.02,158315,6
47011,0.00,116194,3
47013,0.00,45233,5
47015,0.00,11434,1
47017,0.00,20000,9
47019,15.53,58880,9
47021,0.00,41938,4
47023,0.00,8924,1
47025,1.16,29417,5
47027,41.87,10597,2
47029,0.00,34925,1
47031,0.00,67431,5
47033,0.00,17355,6
47035,0.00,74167,4
47037,0.00,924874,3
47039,0.00,14082,5
47041,36.25,29627,5
47043,0.00,79709,3
47045,0.00,36378,5
47047,0.00,26680,7
47049,70.24,23981,3
47051,0.00,53050,8
47053,0.00,42348,13
47055,52.38,36283,6
47057,0.00,12480,2
47059,6.75,83000,7
47061,51.80,19056,3
47063,0.00,84926,4
47065,0.00,409735,8
47067,0.00,3044,1
47069,0.00,14958,11
47071,24.31,30394,5
47073,5.60,47941,8
47075,0.00,15151,3
47077,0.00,32035,3
47079,0.00,24393,7
47081,0.00,25573,3
47083,0.00,12408,2
47085,0.00,15825,3
47087,35.50,11034,5
47089,0.00,54889,5
47091,0.00,11036,3
47093,0.00,601594,6
47095,43.94,4686,2
47097,0.00,27564,6
47099,0.00,47323,10
47101,0.00,12685,2
47103,0.00,41182,4
47105,0.00,64703,3
47107,0.00,53926,6
47109,0.00,36607,5
47111,0.00,27601,2
47113,0.00,91279,2
47115,0.00,28049,7
47117,0.00,41252,3
47119,0.00,183859,4
47121,0.00,6451,1
47123,0.50,51659,6
47125,13.47,345301,7
47127,0.00,8184,2
47129,0.00,12074,1
47131,0.00,31694,10
47133,0.00,33392,4
47135,0.00,14320,2
47137,100.00,8658,1
47139,0.00,6676,4
47141,0.00,102884,9
47143,52.29,51498,7
47145,34.64,68500,7
47147,14.87,61623,3
47149,26.23,435808,4
47151,0.00,24116,2
47153,0.00,13789,3
47155,0.00,74634,12
47157,0.00,822274,6
47159,23.97,23241,7
47161,55.06,12008,7
47163,0.00,192876,8
47165,0.00,301684,6
47167,0.00,69938,7
47169,100.00,10562,1
47171,0.00,16763,2
47173,41.94,18931,4
47175,100.00,6022,1
47177,43.31,67093,3
47179,23.94,138126,2
47181,32.33,12714,4
47183,0.00,20477,5
47185,0.00,39317,5
47187,30.71,251417,7
47189,10.82,209569,7
48001,65.44,84963,24
48003,100.00,14331,2
48005,25.87,102524,21
48007,73.92,18752,9
48009,11.42,9553,7
48011,89.66,1450,2
48013,31.06,45000,8
48015,34.68,20266,21
48017,0.58,5188,2
48019,10.40,15522,25
48021,11.04,130816,21
48023,0.00,5414,2
48025,95.99,21211,7
48027,4.21,428275,26
48029,2.19,2883061,39
48031,40.83,8001,7
48033,100.00,275,1
48035,15.97,20220,26
48037,11.81,93768,17
48039,7.72,367795,159
48041,0.39,295082,11
48043,10.84,8605,6
48045,100.00,1150,4
48047,100.00,4698,2
48049,7.16,46455,7
48051,41.59,15994,20
48053,47.34,40225,37
48055,34.26,47011,5
48057,87.59,20971,12
48059,93.36,13939,5
48061,4.31,438019,20
48063,69.63,18816,7
48065,22.73,4144,4
48067,58.32,23146,14
48069,24.83,5844,4
48071,33.08,49968,30
48073,55.77,57564,27
48075,93.17,7450,7
48077,47.18,8768,8
48079,2.98,2044,3
48081,57.77,2484,4
48083,60.37,10088,3
48085,3.47,1269941,35
48087,93.83,2383,4
48089,6.04,13464,14
48091,23.61,220222,31
48093,100.00,10950,6
48095,66.20,6272,3
48097,16.16,42460,19
48099,10.32,75923,13
48101,100.00,1165,2
48103,100.00,3996,1
48105,0.00,3800,1
48107,81.34,4844,5
48109,98.33,2098,2
48111,5.15,8704,2
48113,1.75,3006289,33
48115,5.43,10313,4
48117,100.00,16298,2
48119,29.44,7253,4
48121,0.38,808794,86
48123,1.88,17828,4
48125,0.00,1356,4
48127,18.14,9467,7
48129,79.54,2893,4
48131,98.39,12404,6
48133,95.15,20717,12
48135,0.55,142895,8
48137,14.37,1941,2
48139,5.93,250184,32
48141,0.78,957112,22
48143,16.30,31852,18
48145,79.27,19532,10
48147,4.98,42733,21
48149,70.00,19386,9
48151,100.00,4546,4
48153,1.23,4053,3
48155,100.00,1357,3
48157,1.55,878099,172
48159,0.00,18457,4
48161,38.64,26454,20
48163,32.06,14594,4
48165,100.00,10103,3
48167,17.57,425616,25
48169,100.00,5687,2
48171,10.59,15017,17
48173,0.00,450,1
48175,61.28,2774,4
48177,1.94,23566,7
48179,6.87,20129,5
48181,7.61,155436,39
48183,19.12,146250,16
48185,58.34,23135,18
48187,33.00,207352,14
48189,8.38,29337,12
48191,84.07,3265,7
48193,67.74,4274,2
48195,2.27,4402,3
48197,88.26,4053,7
48199,2.50,62637,21
48201,52.72,5897137,700
48203,51.23,70165,26
48205,58.59,640,2
48207,75.48,5363,8
48209,38.62,292252,52
48211,0.00,2300,1
48213,29.49,130220,62
48215,43.76,923012,25
48217,34.74,51395,37
48219,91.97,16183,7
48221,28.50,68920,51
48223,44.12,45340,14
48225,57.67,28833,9
48227,100.00,31062,3
48229,33.04,6416,6
48231,16.26,133336,30
48233,11.01,22160,7
48235,16.11,931,2
48237,16.63,5274,3
48239,24.09,12350,11
48241,30.26,31112,19
48243,13.20,1439,4
48245,42.45,253822,17
48247,100.00,5397,1
48249,14.22,25117,7
48251,2.30,233319,57
48253,15.58,17313,6
48255,100.00,19007,5
48257,17.06,217624,32
48259,81.29,37457,16
48261,86.72,256,2
48263,100.00,738,2
48265,51.83,50763,74
48267,96.67,2793,2
48269,100.00,291,1
48271,0.00,3620,3
48273,12.70,32619,9
48275,36.85,3810,8
48277,11.04,59354,9
48279,21.68,11003,8
48281,38.20,28676,4
48283,81.64,7287,4
48285,0.00,5717,3
48287,42.61,26250,6
48289,79.05,22386,15
48291,3.07,102491,67
48293,89.73,24870,19
48295,27.92,2554,4
48297,1.26,8318,6
48299,38.23,37041,20
48301,100.00,165,1
48303,2.03,302258,30
48305,31.67,4629,5
48307,100.00,6321,6
48309,4.65,285910,54
48311,100.00,918,2
48313,25.42,12650,6
48315,57.76,11645,9
48317,1.99,2711,2
48319,100.00,2228,1
48321,81.43,36551,26
48323,3.00,56600,2
48325,18.27,86301,29
48327,0.00,1471,1
48329,98.49,167248,15
48331,31.04,33748,11
48333,86.94,2114,3
48335,53.63,8382,5
48337,21.13,12720,10
48339,9.34,753317,325
48341,10.18,19496,6
48343,33.97,9738,5
48345,25.70,852,3
48347,10.58,83282,16
48349,10.58,68219,22
48351,50.59,9927,8
48353,24.96,16870,4
48355,9.73,368704,12
48357,1.85,8652,3
48359,7.44,1734,4
48361,59.59,73527,29
48363,91.27,40629,13
48365,77.08,23339,18
48367,37.96,117200,76
48369,59.85,8055,4
48371,74.44,14133,5
48373,32.97,62841,55
48375,0.04,201828,4
48377,76.33,7554,5
48379,99.33,14115,6
48381,15.00,19537,15
48383,0.00,2965,1
48385,32.89,4378,8
48387,40.88,16593,7
48389,3.21,15412,4
48391,27.07,5098,5
48393,0.00,494,1
48395,0.00,15178,10
48397,25.27,135374,7
48399,72.55,10078,5
48401,70.01,54900,33
48403,68.89,18988,10
48405,75.34,6852,15
48407,36.31,31888,31
48409,86.80,67844,14
48411,36.17,6926,5
48413,0.00,1574,1
48415,5.37,12654,4
48417,65.60,5389,3
48419,42.88,27473,20
48421,13.47,2338,3
48423,47.01,274588,37
48425,46.39,8116,8
48427,95.61,69479,9
48429,52.89,11080,3
48431,0.00,888,1
48433,100.00,956,3
48435,100.00,2766,1
48437,19.57,6156,3
48439,1.32,2120290,76
48441,8.62,171831,14
48443,100.00,800,1
48445,8.39,9444,3
48447,100.00,728,1
48449,0.00,35204,5
48451,98.80,123782,17
48453,83.16,1538300,87
48455,51.31,21507,17
48457,42.55,21516,18
48459,27.09,39673,13
48461,100.00,1877,2
48463,18.43,26442,10
48465,1.65,44099,14
48467,18.66,55428,21
48469,7.37,73868,13
48471,16.45,69704,21
48473,30.57,55467,38
48475,6.73,11150,6
48477,10.65,25957,10
48479,99.98,273041,7
48481,2.11,26663,13
48483,94.02,4162,4
48485,7.98,149922,9
48487,93.73,12769,8
48489,16.39,16378,4
48491,28.26,701493,37
48493,21.71,57579,16
48495,100.00,7547,2
48497,46.70,42539,43
48499,1.47,67075,19
48501,19.77,6855,2
48503,61.15,21286,6
48505,88.95,17126,4
48507,10.74,11003,4
49001,0.00,5815,4
49003,2.13,61039,34
49005,1.04,129056,24
49007,7.38,19793,5
49009,0.00,1349,4
49011,9.99,396682,19
49013,41.80,20048,13
49015,0.58,10725,11
49017,6.50,5478,12
49019,2.80,13595,6
49021,67.62,59095,28
49023,0.00,12224,5
49025,6.05,11983,13
49027,13.88,10412,16
49029,0.85,10841,11
49031,16.37,1399,6
49033,34.07,2140,9
49035,3.95,1453653,38
49037,51.81,7740,10
49039,10.33,28318,19
49041,2.20,20347,16
49043,1.86,40575,26
49045,0.00,71602,13
49047,0.00,32604,9
49049,5.40,748661,42
49051,2.30,40997,21
49053,1.62,225713,36
49055,6.70,3510,9
49057,2.72,268340,31
50001,0.00,21775,9
50003,0.69,30779,31
50005,3.71,14843,20
50007,0.08,143704,48
50009,0.00,3566,9
50011,47.97,22742,22
50013,4.20,7151,7
50015,1.44,14256,23
50017,2.90,9966,20
50019,25.30,20105,24
50021,2.31,45989,54
50023,14.95,48894,43
50025,18.38,36329,48
50027,4.97,45305,47
51001,16.58,12168,12
51003,0.00,93125,17
51005,29.76,13053,10
51007,0.00,3100,1
51009,0.41,17198,4
51011,0.00,1961,2
51013,0.00,216352,2
51015,0.00,43032,20
51017,0.00,5514,7
51019,0.00,41541,18
51021,0.00,2266,4
51023,0.56,12765,28
51025,89.85,6835,10
51027,99.08,19949,5
51029,97.10,5931,3
51031,0.00,30941,12
51033,6.71,18370,17
51035,0.00,13920,12
51036,50.67,821,5
51037,22.79,3511,4
51041,0.00,390317,2
51043,73.79,6334,5
51045,100.00,1238,1
51047,0.22,27781,34
51049,0.00,2060,2
51051,84.13,15975,18
51053,0.46,8461,6
51057,0.00,3400,10
51059,0.00,1212901,5
51061,0.44,36211,22
51063,93.69,2455,3
51065,0.00,17118,8
51067,1.07,16297,27
51069,0.00,53009,7
51071,12.69,9859,16
51073,1.88,11185,4
51075,0.00,12244,9
51077,0.76,3306,8
51079,97.30,11104,4
51081,0.00,7226,2
51083,0.00,10780,5
51085,0.00,67258,18
51087,0.00,330000,1
51089,0.00,30383,9
51091,0.00,415,2
51093,1.45,23376,23
51095,0.00,59082,11
51097,0.00,340,3
51099,2.42,24689,20
51101,0.00,7528,11
51103,0.00,7087,28
51105,9.51,18733,15
51107,0.07,424405,19
51109,48.75,12329,11
51111,57.58,3300,2
51113,46.89,2045,10
51115,20.37,432,6
51117,0.00,15744,23
51119,10.14,3944,11
51121,0.00,72361,15
51125,7.88,11225,7
51127,0.00,18674,18
51131,0.00,6615,10
51133,0.49,5715,38
51135,94.81,9292,4
51137,63.79,20808,6
51139,34.85,12009,8
51141,0.00,2200,3
51143,17.73,15281,19
51145,0.00,5131,5
51147,0.00,9239,2
51149,0.00,40153,9
51153,4.65,408342,11
51155,36.26,26488,10
51157,100.00,198,1
51159,0.00,3708,7
51161,0.00,1353,6
51163,0.00,7912,8
51165,4.00,45789,20
51167,0.00,18476,14
51169,8.36,15880,13
51171,53.20,25120,15
51173,0.00,25150,14
51175,14.90,8618,19
51177,2.55,98494,4
51179,0.00,123894,3
51181,0.00,1449,6
51183,0.00,7371,5
51185,0.00,32758,18
51187,0.93,18236,10
51191,0.00,48087,5
51193,0.00,14008,23
51195,29.43,39076,8
51197,53.79,16370,4
51199,0.00,7791,7
53001,1.39,15781,30
53003,0.00,24461,2
53005,1.07,275197,44
53007,0.21,108638,46
53009,1.28,80587,63
53011,0.49,638233,25
53013,0.00,3521,2
53015,0.00,115365,31
53017,0.00,36708,18
53019,27.44,3626,11
53021,1.50,126029,31
53023,2.44,1477,3
53025,7.87,90252,81
53027,6.67,82650,35
53029,5.56,91832,234
53031,1.54,40464,24
53033,0.34,3260526,156
53035,0.37,329388,150
53037,0.08,35677,37
53039,24.40,16706,23
53041,2.81,65846,51
53043,0.00,8960,16
53045,0.30,56684,120
53047,4.22,31139,43
53049,8.40,31995,17
53051,0.00,9267,15
53053,0.15,1140767,228
53055,3.25,15322,41
53057,1.00,152872,39
53059,0.91,11021,13
53061,0.05,1026929,119
53063,0.33,609094,87
53065,1.50,28799,33
53067,0.61,367956,196
53069,0.00,3614,4
53071,1.50,66043,33
53073,8.65,248221,102
53075,0.00,64679,19
53077,4.85,247947,89
54001,23.50,15083,9
54003,0.41,94050,13
54007,28.91,11209,5
54009,61.60,36770,8
54011,0.00,104093,2
54013,100.00,3911,3
54015,23.27,5295,5
54017,0.00,1943,2
54019,25.37,37496,8
54021,0.00,5481,6
54023,17.91,11566,5
54025,80.54,28237,11
54027,44.78,6604,7
54029,72.82,13753,6
54031,10.02,7868,10
54033,27.34,62599,21
54035,22.49,22443,6
54037,57.49,30780,13
54039,6.19,223101,3
54041,0.00,15974,2
54043,100.00,11998,5
54045,86.77,34189,10
54047,81.27,14631,20
54049,8.01,57770,27
54051,21.70,28911,9
54053,60.58,24403,11
54055,27.67,31415,8
54057,4.19,20215,10
54059,99.58,15339,13
54061,9.73,81887,6
54063,88.46,6569,3
54065,10.81,4847,9
54067,51.68,24710,7
54069,68.17,44754,10
54071,0.00,3097,6
54073,0.00,6071,3
54075,50.21,5415,6
54077,21.30,29366,13
54079,0.00,35475,3
54081,27.00,72063,13
54083,25.68,25095,11
54085,59.98,4675,5
54087,32.41,8294,4
54089,6.16,21912,2
54091,8.37,16650,5
54093,73.24,5553,6
54095,44.96,7027,4
54097,0.00,21873,7
54099,31.97,33100,8
54101,100.00,3679,3
54103,29.76,13141,6
54105,0.00,2289,1
54107,46.82,85277,8
54109,99.68,13906,7
55001,1.00,7511,11
55003,84.40,9814,5
55005,3.64,21198,14
55007,66.77,4313,6
55009,20.59,238792,22
55011,9.34,4819,7
55013,8.28,3454,5
55015,39.08,21602,10
55017,33.11,31355,11
55019,24.86,10037,13
55021,42.17,38266,26
55023,14.71,9096,9
55025,76.16,491323,46
55027,30.19,52200,24
55029,0.00,11199,7
55031,99.53,26503,4
55033,9.10,21223,14
55035,14.87,85610,16
55037,2.34,1280,2
55039,89.62,65595,17
55041,80.94,3934,5
55043,18.41,34199,28
55045,17.46,23377,10
55047,23.55,9207,6
55049,45.76,13529,15
55051,36.17,3564,5
55053,52.06,9136,11
55055,29.34,61640,27
55057,64.00,12228,15
55059,10.24,117985,37
55061,32.11,8870,4
55063,12.08,91981,21
55065,54.38,7857,9
55067,96.97,8436,3
55069,97.27,13376,5
55071,26.29,57255,14
55073,21.45,92536,23
55075,6.74,19061,9
55077,87.72,1515,5
55079,3.40,944570,18
55081,31.51,33190,11
55083,84.80,10221,10
55085,95.64,11951,11
55087,15.12,174664,19
55089,5.79,64512,48
55091,29.74,2744,3
55093,72.57,26762,11
55095,40.50,15820,12
55097,2.52,44336,10
55099,27.75,5471,5
55101,21.99,152232,13
55103,80.35,7064,6
55105,5.59,125455,20
55107,21.22,4872,8
55109,49.02,45010,18
55111,15.12,40545,25
55113,17.41,3878,10
55115,8.26,20438,11
55117,0.75,88631,17
55119,25.59,6478,7
55121,14.47,16825,14
55123,51.68,12744,14
55125,61.80,3204,12
55127,14.33,70495,30
55129,19.39,4899,6
55131,38.43,87721,15
55133,51.85,248566,73
55135,42.10,25406,12
55137,6.66,6290,8
55139,19.47,140888,11
55141,0.21,45818,13
56001,1.08,34851,10
56003,5.03,9099,15
56005,1.02,48536,45
56007,72.48,13674,11
56009,23.81,10359,8
56011,31.06,3409,7
56013,92.58,22761,21
56015,2.18,8957,10
56017,2.68,4109,7
56019,90.91,4861,4
56021,1.87,85682,19
56023,58.86,15935,28
56025,6.03,76772,25
56027,2.62,1718,3
56029,1.21,27664,11
56031,69.63,5542,6
56033,2.63,26022,6
56035,23.81,3839,5
56037,3.82,46660,26
56039,17.95,53125,37
56041,11.32,18470,6
56043,0.00,6202,4
56045,5.58,6161,9
72001,19.91,13633,17
72003,99.81,128313,9
72005,100.00,125882,2
72007,100.00,17732,11
72009,2.61,24063,6
72011,100.00,160586,5
72013,54.39,118929,10
72015,100.00,37076,1
72017,0.00,18815,2
72019,88.61,22125,13
72021,99.54,1089623,3
72023,0.00,20356,1
72025,45.54,87898,20
72027,0.00,13329,2
72029,100.00,1837,2
72031,96.97,825,2
72035,96.57,60388,8
72037,100.00,414,1
72039,2.23,13706,5
72041,3.40,35636,4
72043,19.85,5743,5
72045,100.00,16971,6
72047,16.38,25233,11
72051,0.00,67479,2
72053,0.17,59147,2
72054,0.00,10405,1
72055,0.00,16733,4
72057,94.91,39356,3
72059,1.99,16334,7
72061,1.99,6541,2
72063,0.00,25469,1
72065,76.02,39102,5
72067,0.00,10587,1
72069,0.00,38897,1
72071,16.71,59955,2
72073,26.69,13415,12
72075,15.02,22967,8
72077,100.00,38522,2
72079,0.00,47350,1
72081,1.40,29446,6
72083,100.00,7220,2
72085,2.71,82238,6
72087,0.00,2360,1
72089,91.28,9861,2
72091,0.06,40442,5
72093,32.05,7014,4
72095,5.17,9891,6
72097,90.99,167422,4
72099,96.93,129534,4
72101,6.64,22628,3
72103,37.01,189428,7
72105,51.75,11284,6
72107,88.77,25726,18
72109,6.98,37518,12
72111,99.27,135769,11
72113,88.13,147556,20
72115,0.00,27760,1
72117,100.00,124782,1
72119,100.00,71036,3
72121,87.02,29685,2
72123,0.00,27560,4
72125,14.63,9430,8
72127,100.00,1084662,2
72129,6.98,35619,17
72131,26.98,38695,6
72133,0.00,44528,2
72135,100.00,1084662,2
72139,100.00,157,2
72141,11.31,25896,16
72143,0.00,2360,1
72145,0.00,50256,7
72147,0.00,79822,1
72149,73.64,49029,14
72151,27.78,27299,13
72153,7.75,42669,10
